text,normalized_rating,price,sentiment_score,combined_score,product
The buds did not work.  Would not connect to my iphone after charging them.,0.9400000000000001,249.99,0.0,0.4479298245614035,iPhone
"Got mine used, with visible wear and pods already paired with another iphone!",0.9400000000000001,249.99,0.0,0.4479298245614035,iPhone
"Son unas mi computadoras en tus oídos. La calidad de sonido es impresionante, la función de cancelación de ruido realmente te aísla del mundo y ni que decir con la integración con el iPhone y el Apple Watch. Una auténtica pasada!",0.9400000000000001,249.99,0.0,0.4479298245614035,iPhone
So this is my first iphone! I have been an android person and decided to make a switch and I'm glad I did. Works really well. The operating system is fast and I haven't encountered any problems yet. I have been using it for about 3 months now and I have no complaints yet.,0.8,999.99,0.303125,0.44784320175438597,iPhone
"Ok, so i though it would be awesome to charge my phone and watch at the same time. Great idea but bad execution<br /><br />1st of all, it just comes up with usb-c to lighting cable, why the heck is apple using lighting cable? Why not usb-c all the way?<br />2nd it does not come witch charger, so I got it but I was unable to use it for couple of days<br />3rd i did try to charge both watch and phone and my iphone 13 did not charge at all, its not easy to position phone so it charges, sucks because I had to leave house without charged phone. Somehow magnet is not as good as in the stand alone mag charger. :(((<br /><br />I am not happy with this expensive purchase… apple should be ashamed for charging that much for this thing.",0.9,129.0,-0.012820512820512813,0.4472081646423752,iPhone
"After purchasing it realized that this watch needs an iPhone7 or later version in order for it to pair. Really hate Apple's unethical and fraudulent business practice of forcing people into buying newer gadgets. It's neither customer friendly nor environment friendly no matter how much Apple lies that it recycles all of its products.<br /><br />The best environmental friendly habit is to build stuff that lasts a long time, is repairable in parts and uses recyclable parts. I am not going to spend another $500 or $600 to upgrade my phone just to make this stupid watch do basic activities.<br /><br />Having said that the limitations of this product are<br />*You can't even set it up on your partner's phone because it will get the sex and biometrics wrong. It's really stupid not to be able to set up the app to read metrics for multiple separate watches and different sexes.<br />*Battery life is horrible. Coming from Fitbit the battery life of the apple watch is horrible despite it not even being able to sync.<br />*Blood Oxygen level meter is inaccurate and gives various readings or no readings at all based on tightness of your strap.<br />*No charger was included. If you want to call that being environment friendly atleast give the customers a discount on the price for not providing the charger so that they can use that discount to buy a new charger at list price at an Apple store or on Amazon.<br /><br />Having said that Amazon's customer service has been superb in doing an easy RMA on this piece of junk.",0.96,348.73,0.01389986824769433,0.44644408617063075,iPhone
Battery powered<br />Goes to sleep and stays asleep,0.8400000000000001,56.0,0.0,0.44629093567251465,iPhone
"I like to wait for a period of use to go by B4 I rate. After moths of use, I do recommend l.",0.8400000000000001,56.0,0.0,0.44629093567251465,iPhone
"Perfecto estado, bateria con larga vida y muuuy cuidado, me encanta esta iniciativa pues además contribuyes al reuso de tecnología. Gracias",0.8400000000000001,56.0,0.0,0.44629093567251465,iPhone
It was just as described.,0.8400000000000001,56.0,0.0,0.44629093567251465,iPhone
Worked well,0.8400000000000001,56.0,0.0,0.44629093567251465,iPhone
LOVEEEEE... I hate cords lol,0.8400000000000001,56.0,0.0,0.44629093567251465,iPhone
Arrived on time and works well.,0.8400000000000001,56.0,0.0,0.44629093567251465,iPhone
"[[VIDEOID:77cdc7a4bfcc6fcdb38f481f29c7b0d]] Used, not refurbished. All scratched.",0.8400000000000001,56.0,0.0,0.44629093567251465,iPhone
I like everything about it,0.8400000000000001,56.0,0.0,0.44629093567251465,iPhone
Does everything it's supposed to!,0.8400000000000001,56.0,0.0,0.44629093567251465,iPhone
no problems,0.8400000000000001,56.0,0.0,0.44629093567251465,iPhone
"Was severely scratched up (even though it was ""renewed"")",0.8400000000000001,56.0,0.0,0.44629093567251465,iPhone
Everything met my expectations,0.8400000000000001,56.0,0.0,0.44629093567251465,iPhone
No pude hacerlo funcionar,0.8400000000000001,56.0,0.0,0.44629093567251465,iPhone
It didn't work with my iPad Pro.,0.8400000000000001,56.0,0.0,0.44629093567251465,iPhone
Muy fácil de utilizar conecto de inmediato con MacBook Air. Recomendado,0.8400000000000001,56.0,0.0,0.44629093567251465,iPhone
Product does not work. I have emailed seller and am awaiting a reply.,0.8400000000000001,56.0,0.0,0.44629093567251465,iPhone
Excelent!,0.8400000000000001,56.0,0.0,0.44629093567251465,iPhone
Junk.,0.8400000000000001,56.0,0.0,0.44629093567251465,iPhone
….,0.8400000000000001,56.0,0.0,0.44629093567251465,iPhone
Stopped working within one month.,0.8400000000000001,56.0,0.0,0.44629093567251465,iPhone
Product didn’t work . Sent back and have not received a replacement .,0.8400000000000001,56.0,0.0,0.44629093567251465,iPhone
My recently purchased wireless printer and wireless speaker will not sync with my new iPad or my new iPhone 11. After shelling out funds for these two devices I certainly don’t expect to have to replace other devices that still work with my old phone and old iPad. Not happy.,0.96,389.48,0.020251623376623368,0.44366236139591403,iPhone
"I couldn't justify the outrageous price these things retail for brand new. It's a really great mouse, but that new price point is insane. So I thought I'd take a shot with a refurb here when I saw if, glad I did! It came in a day and a half and looked &#34;almost&#34; new. Couple tiny marks on the top, but they look like they'll actually wipe off. It paired with my machine really quickly and ran even smoother than the one I have at work! I saw some people had bad experiences and got messed products, which sucks, but I guess it's a gamble you take on some of these, and worth it in my opinion. Worst case scenario you send it back for another! Either, my experience with this has been great, highly recommend!",0.8400000000000001,56.0,-0.00610047846889951,0.4432406964380649,iPhone
"I had faith in Apple products. But after his purchase, I lost that.  I purchased it to hear music while working out, but the first time I connected it to my I phone12 Promax, it worked well for like 7 minutes and got disconnected. I connected back again thinking that it might not be charged. So I charged it and used it, but still, I am facing the same problem.  Tried talking to amazon customer service, and they mentioned that I would have to contact the seller.  I've messaged the seller and waiting to hear back from him and to know what would be the resolution for it.<br /><br />BUT DEFINITELY NOT HAPPY WITH THE PURCHASE.",0.9,99.0,-0.030000000000000006,0.4430043859649123,iPhone
These keys be super fresh. I could seriously click clack on this little bad boy all day long. So could you. You should buy it. Like click that big yellow Buy button right now. You won't regret it.,0.9,69.74,-0.03908730158730159,0.44273851294903926,iPhone
Bought three phones for Christmas gifts for adult children. Each recipient is thrilled with their ‘new’ phone!,0.8,999.99,0.2901515151515151,0.44135645933014356,iPhone
Funciona perfecto como nuevo la verdad estoy encantada con el,0.8800000000000001,174.0,0.0,0.44103947368421054,iPhone
"Yo la verdad me dejé guiar por los buenos comentarios y las fotos, pero desafortunadamente no fue mi caso, la pantalla estaba completamente dañada, eso fue el único problema porque de ahí todo funciona perfectamente. me comuniqué con el vendedor varias veces pero no daba solución y no podía obtener un reemplazo ni nada. En fin sólo comento mi experiencia con este Apple Watch y el vendedor.",0.8800000000000001,177.0,0.0,0.44060087719298247,iPhone
"Lo llevo usando algunos meses y es excelente, mejor de lo que pensaba. En el empaque llegó como nuevo, no parecía renewed, lo uso sobretodo para medir mi rendimiento en el agua y funciona Perfecto.",0.8800000000000001,177.0,0.0,0.44060087719298247,iPhone
 ,0.8800000000000001,177.0,0.0,0.44060087719298247,iPhone
The watch was unusable since it could not be paired to my iPhone. It was sold already registered to some else's Apple ID account. Apple does not rest the watch even with proof of purchase so we had to return it.,0.96,348.73,0.0,0.4394941520467836,iPhone
Lots of functions that you don’t need to pull your Iphone out for. Turn off the function that displays the face when you raise your wrist and the battery last 2-2.5 days.,0.96,348.73,0.0,0.4394941520467836,iPhone
I accidentally bought the refurbished. I have no idea how that happened as I meant to buy new. In any case it arrived completely not working. I spent about an hour trying to get it working and then threw it out. So aggravating. Save yourself the trouble and buy a new one.,0.8400000000000001,56.0,-0.015454545454545466,0.4385636629452419,iPhone
"The description says it’s compatible with all types of iPhones but will only charge with the iPad Pro. That’s absolute crap. The first generation has a Male lightning connection, and this one has nothing.",0.9400000000000001,89.0,-0.07000000000000002,0.43646637426900586,iPhone
"I''ve really had it with apple stuff that is too complicated to use.  Since there is no instruction book it needs to be intuitive.  Got the band on with the shorter piece - I have a VERY small wrist, but the watchband is so thick that it won't wrap around my wrist so that I can put it on.  The watch face is bigger than the top part of my wrist.  If the band were thinner or more pliable I might be able to put it on.  Interestingly, the WATCH keeps telling me when it fails to pair that ""the watch must not be on""  If it''s giving me that message it''s obviously ""ON"".  I'll update if I ever get it on my wrist and paired with my Iphone 8plus/  Oh and you get a USB cord but no way to plug it in to anything ie., no power box.  For what this cost they surely could include that part.  FRUSTRATING FROM THE MOMENT YOU GET IT PLUS IT'S REALLY  UGLY WITH THAT BIG HEAVY BAND.  My Iphone software is up to date but it still won't pair with my phone.  If the phone isn't ""on"" please direct me to the on button.",0.96,348.73,-0.00735294117647059,0.4358176814585483,iPhone
My refurb mouse works perfectly! No dents or scratches - perfectly new. Didn't come in original packaging but I could careless. It comes with some extra features you can play around in once youve got the bluetooth menu set up and if you install the right drivers you can use it on PC/Windows too! Batteries not included. (AA),0.8400000000000001,56.0,-0.021915584415584426,0.43533314346472246,iPhone
"It started acting funny within a few months but I could manage by constantly changing or removing batteries and turning it on and off. Now it doesn't work at all, less than a year after I bought it.",0.8400000000000001,56.0,-0.023333333333333334,0.434624269005848,iPhone
"Not useful! Needs to be complete set, does not work with iPhone chargers",0.86,29.0,-0.04375,0.43436330409356727,iPhone
I have never seen an adapter like this<br />before. It had an unusable slot. Certainly not for an iPhone.,0.96,26.61,-0.10714285714285714,0.4330162907268171,iPhone
"I got my wife a series 6 in Jan. 2021 and it failed in October 2022.  Earlier this month she was wearing it and it just went BLACK.  It was still working, but NO display at all.  Apple would not provide a bit of compensation.  Granted, she had no Apple care, but she takes EXCELLENT care of her items and has NEVER had an accident with her Apple products (she has had an Iphone 4, Iphone 5 and iPhone 8 as well as an Apple watch and MacBook Air for 8 years.  BUT Jan. 2021 to October 2022 is 1 year and 8 months.  Since it cost $375, that is about $226 per year.  Much too high for a watch.<br />I had 2 Apple watches that failed within warranty.  One I just touched a brick wall and it crush a hole in the crystal and the replacement leaked during a swim. Granted they were replaced (the first with a charge), but it was inconvenient.  I would like to see Apple respond to this critique, at least by making EVERY Apple watch have a Sapphire crystal.  Most good watches have that today and that would bring the Apple Watch up to high end watch standards.  It might not solve this problem, but it would make it unnecessary to have an ugly protective cover over an Apple watch.",0.96,348.73,-0.013111111111111103,0.43293859649122807,iPhone
They dont conect with my iPhone 12,0.86,189.99,0.0,0.4327017543859649,iPhone
"Warning… watch out for the word “Renewed” in the copy. It’s deceptive code for “Refurbished”.<br /><br />Last year I bought an Apple magic mouse from Amazon. Out of the box it looked perfectly new. But in use, it seemed to have very slight responsiveness problems:  An intermittent problem with grabbing stuff with the cursor. When I used the finger gestures to scroll and swipe, it occasionally didn’t do quite what I wanted. But the problems were intermittent and subtile So, I thought “maybe it’s me”.<br /><br />A few months later, the problems became worse. I decided to return it, but discovered I was just outside the 30 day return window. In the future, when buying tech, I plan to carefully lookout for the word “Renewed”, because I will never by a renewed product again.",0.8400000000000001,56.0,-0.028030303030303037,0.4322757841573631,iPhone
It moves so slowly it is very clearly not up to any standard of any apple product,0.8400000000000001,56.0,-0.0325,0.43004093567251467,iPhone
"I purchased this hoping that it would help me stay healthy. Unfortunately I found out I can’t use it because I have an old iPhone 6 phone. Because Apple continues to make their products obsolete after a few upgrades, I’m out several hundred bucks because I can’t go out and buy another newer IPhone.",0.96,348.73,-0.02,0.4294941520467836,iPhone
"My fault, didn't research carefully enough and Apple makes it hard to find info - this does not work from an iPad.  You have to have an iPhone to use this device.  My husband has one, so I'm using his with it, but it's frustrating.  Also, this thing is heavy, really heavy!  I got the smaller face because I have small wrists, and this barely fits on the flat of my wrist as it is.  And the bulge in the back where it connects to the skin for sensing is somewhat uncomfortable but I think I will get used to it.  I don't want a gazillion apps on it and apparently I cannot delete some of them that I will never use (that's not awesome Apple, thanks!)  I am not a huge fan of Apple's UIs generally and this watch fits right in there.  Haven't figured out yet how to use the ECG feature, but that's one of the reasons I got it, so I will have to spend some quality time reading the manual (on my husband's iPhone, again, awesome Apple, so nice they make it so hard to download the manual onto a PC trying to force us to assimilate).  I do not want to become part of Job's borg.  thanks.  If you're not the biggest fan of the iEcosystem, maybe skip this.  If an Android watch did everything I wanted, I would have bought that.",0.96,348.73,-0.020124716553287993,0.4294317937701396,iPhone
PROS: The use of the magnet means less shifting the phone around to get it properly aligned.  It charges without taking the case off my iPhone 12 mini.  CONS: USB-C connecter meant that I had to purchase a AC power adapter to plug it in at home.  My truck doesn't have a USB-C port so I'll have to purchase another adapter (USB-A to USB-C) if I want to use it while travelling.,0.9,31.0,-0.08333333333333333,0.4262792397660819,iPhone
I want to give this pencil 5 stars but I can’t! Dissatisfied with this product because it’s not universal with the iPad 7th Generation and the iPhone 11. Both are new Apple products but this pencil works with the phone but not iPad. If I want to use the pencil with both devices I have to purchase the 1st and 2nd Generation Pencil. Apple has the ability to make the pencil compatible with all devices but chose not to. #Fail,0.9400000000000001,89.0,-0.09090909090909091,0.4260118288144604,iPhone
"Advertised as compatible with iPhone 11, but is just one ANNOYING hair too big to fit the plug! This is NOT a real USB-C adapter. And the reviewers singing its praises are a bunch of straight-up liars. Or shills.",0.9199999999999999,19.0,-0.1,0.42570029239766083,iPhone
Was super excited to get my watch but when I opened it the box with the watch face and charger was empty as shown in pics.  Called to get it corrected and they won’t send an actual watch. I have to wait for ups to pick up what is essentially a 400$ watch band and empty box.  Then wait for them to receive the box to then wait up to 14 days from receiving return to get refunded and ultimately figure out if I’m going to risk ordering another empty box.  In my opinion they should over night a watch once ups confirms they picked it up. I was going to utilize the EKG feature as I have heart issues and my Samsung won’t work with this new iPhone. Sham on Apple for sending an empty box for 400$ and then to follow with poor customer service that forces me to be at their whim to get my money back.  They took it faster then I can get it back for the EMPTY BOX they sent me in exchange for 400$.,0.9400000000000001,359.0,-0.017020202020202026,0.42348258904837854,iPhone
"It comes with a type C to lightning cable.  It does NOT come a type C - AC outlet plug, or at very least with a type C to usb adapter.  If you do not have a type C adapter or charger you cannot use this MagSafe charger.  Expensive unit considering it’s not complete.<br />Apple is now giving you less for more money, same thing with their iPhones.<br />I will update this review after I order and receive a type C - USB adapter so I can actually plug it in!",0.9,31.0,-0.09277777777777778,0.4215570175438597,iPhone
"I bought this mouse on May 14th.  It has stopped working. Yes, I have replaced the batteries.  I've also followed the instructions on the Apple website but nothing is working...including the mouse.  This was a complete waste of $54.95.",0.8400000000000001,56.0,-0.05,0.42129093567251463,iPhone
"Not sure what happened, but I got the wrong product.. I ordered an Apple Wireless Magic Keyboard 2, and got Version 1<br /><br />It was scratched and the buttons didn't work.<br /><br />I returned it.",0.9,69.74,-0.08333333333333333,0.42061549707602336,iPhone
"The screen was too bright and I had to go through unnecessary steps and remediation to get it to some semblance of normalcy.  The power cord looked great, worked for a few weeks only.  no response when asking about that even with what I thought was a year warranty.  I have an old power cord I taped together that does work - but really!  this computer is slow too.  Wish I had just gotten  a new one.",0.8,579.99,0.12070707070707071,0.4180377458798511,iPhone
I run or walk everyday and I was using the wired headphones from 5 iPhones ago and being annoyed with the string getting in the way of my arms while running so I decided to treat myself. These are fantastic. The noise cancellation feature is so weird and makes me feel off balance so I don’t use that but the quality is fantastic.,0.9400000000000001,249.99,-0.06000000000000001,0.4179298245614035,iPhone
"love this product! only issue was ordering it here. I ordered a midnight blue case for my iphone 8. I received a black case for an iphone 8 plus. very, very disappointed.",0.9,19.95,-0.10333333333333335,0.41789473684210526,iPhone
"Repeated issues with my Airpods Pro*:<br /><br />1. Fails to make clear when the battery of the case is almost out. A single light doesn't cut it for communicating all the things necessary. My $20 wireless headphones that I'd used before had 3 lights that communicate more.<br /><br />2. The Airpods connect somewhat randomly to a device. For example, if I'm on my iMac and watching something, then I put on my Airpods, they may or may not connect to my iMac or may instead connect to my iPhone. And if they connect to my iPhone, if I click on Blutooth to connect them to my iMac, they may say they connect, but they then still fail to connect.<br /><br />For such a high price, Apple needs to do better. I'll pass on the Apple peripherals going forward.<br /><br />*Or should it be ""Airpods Pros"" or ""Airpod Pros""? Let's not get bogged down in trying to use this product's name in a sentence, because that's also an oversight by Apple, even if one that I haven't thought of until now.",0.9400000000000001,249.99,-0.06391534391534391,0.41597215260373155,iPhone
Ultimate  wireless keyboard.  Just a little pricey.,0.9,69.74,-0.09375,0.41540716374269004,iPhone
I bought a replacement mouse for my Mac when the original one broke after years of service. This one functions perfectly. No problem automatically hooking this up with my I-Mac.,0.8400000000000001,56.0,-0.0625,0.41504093567251465,iPhone
Bluetooth disrupted other bluetooth devices and it would connect/disconnect constantly.  Had to return it.,0.8400000000000001,56.0,-0.0625,0.41504093567251465,iPhone
"Reviews looked great so I purchased the device. However, I immediately regretted it and returned for a few reasons. When I attempted to pair the watch to my iPhone X, I was requested to update the software on my phone in order to do so. I used IOS 12 and updated to IOS 14. I realized the battery life on my phone was worsened and it became slower. It was impossible to pair the watch with an older IOS version. I am now unable to downgrade the software on my iPhone and regret having to update due to that problem with the watch. I have returned it. Please think before buying if you have an older iPhone.",0.96,348.73,-0.05119047619047618,0.4138989139515455,iPhone
"[[VIDEOID:ac5ec26cf56d951dcca12498460dcc72]] I am truly disheartened by the poor quality of services from both Apple and Amazon. I ordered a MagSafe Charger on July 11th. It arrived defective. When I requested an exchange, they even charged me for the return, citing that my city lacks a DHL headquarters for returns, only an affiliate for shipping items with an associated delivery fee. The replacement arrived on August 9th. And guess what? It's defective again!<br /><br />I might have a streak of bad luck, but receiving two faulty items in a row is beyond my usual misfortune. In the video you can view, the two chargers I received from Amazon, purchased through Apple - both of which I'll be returning tomorrow, just to promptly get a refund after all this stress and frustration -, are tested to no avail. Yet, a MagSafe Charger I bought on AliExpress for a fraction of Apple's price works flawlessly. I love Apple's iPhones, but this premium pricing for their separate products, coupled with this evident poor quality, really wears down on a consumer.<br /><br />I'll give this experience and service a one-star rating, and if I could, it would be even lower!",0.9,31.0,-0.1104938271604938,0.41269899285250167,iPhone
"All of the adapters that come in this set require the old school MacBook charger that has a piece which a slides off from the power brick.  If your devices are newer ones that use lightning or usb-c chargers, this WILL NOT WORK for you. They advertise this to work with ipod, iPhone, etc, which is FALSE!! Thanks for nothing Apple! 😡",0.86,29.0,-0.09166666666666672,0.4104049707602339,iPhone
Totally  unusable fir IPhone XS Max - as it has only 1 opening on the left side vs 3 . So when the phone is in the case you can’t operate sound or take screen shot. Horrible.,0.9,19.95,-0.12,0.40956140350877196,iPhone
Bought this for my wife. She is the Apple aficionado and has never had an Apple Watch. She has figured out the basic functions and has now started to delve into the other things it can do.<br /><br />Didn’t need another phone line as she takes her iPhone 12 everywhere.,0.96,348.73,-0.0625,0.4082441520467836,iPhone
"The computer won’t update to the latest os because of the firmware problem with the solid-state drive. Since this is a common problem mentioned on apple forums, I suspect the company knew this and that’s the reason why the product was shipped with an out of date operating system",0.8,579.99,0.1,0.40768421052631576,iPhone
"I was a little put off by other reviews saying theirs came with earwax or were otherwise dirty, but mine came in absolutely fine. Connected them to my other devices with no issue, their battery lasts quite a while, and the wireless charging works like a charm. Couldn't be happier with them, especially after saving $30 and helping the planet in the process!",0.9,99.0,-0.10347222222222223,0.40626827485380124,iPhone
Par for the course..just outside the return window...won't stay connected. Apparently this is fairly common.,0.8400000000000001,56.0,-0.08333333333333333,0.40462426900584797,iPhone
"Having never owned an iPod I have to say that I am extremely disappointed in the performance.  (The Seller Was Fine, no problems there, except I didn't receive any paperwork in the box - NOTHING)  Bu sincet I Own an iPhone4, and settings are similar I expected this to perform similarly in charging, uploading, downloading etc. and it simply does not.<br /><br />I have not spoken to any other iPod owners to see if this is a common problem .... takes about 3 hours to fully charge from 1/2 (takes my iPhone 45 minutes)...  took about 1.75 hours to download a movie from my Amazon Prime to watch while travelling (my iPhone in 8 minutes)  .... took 45 minutes to download ONE song from my Amazon Prime (iPhone in 2-3 minutes) ......  (**oh and I had the iPod sitting directly on top of my modem to see if that would move it along faster, it didn't)  ....and in watching or listening it will completely discharge the battery in less than an hour ... so the majority of my use I have it plugged in which can be inconvenient at times.  Also, the battery begins discharging (even when I have turned it off) immediately ..  so, like last night I plugged it up about 9pm ... the charger automatically stops when an item is full charged .... it is now about 10:20am and it is as dead as if I had NEVER charged it, when I just turned it on for the first time today!  (and Yes, I slid the bar to shut off after plugging it in)<br />I have gone into settings and am totally baffled that no matter how I adjust it that nothing seems to fix these aggravating things ... So if you CAN use it plugged .... if you don't mind slow performance and excessively long uploads/downloads (or doing it the Day Before) then this is the product for you !!",0.76,119.99,-0.01703125,0.40442004751461985,iPhone
